id,name,country,marketcap,revenue,earnings,employees,dividends,pe_ratio
103185,DO &amp; CO Aktiengesellschaft,Austria,2498746368.0,2229090646.7813,157460678.43509,15538,0.44,26.6995
103186,SKAN Group,Switzerland,1460874784.3017,342599054.25853,44761291.09503,1329,1.62,40.0301
103187,Walliser Kantonalbank,Switzerland,2119778068.6876,262777015.8208,103458351.57108,495,0.39,16.5519
103188,Kardex Holding,Switzerland,2757221955.5318,705186253.98949,92248479.184151,2586,0.15,38.6349
103189,TX Group,Switzerland,2176410644.6179,892021561.9315,35749112.133956,3122,0.53,88.0455
103190,Bossard Holding,Switzerland,1393570645.3965,935386118.17282,90802707.134247,2649,0.48,20.2426
103191,Newag,Poland,801391482.37822,377656312.2201,47083605.27519,1453,3.18,25.9765
103193,Valiant Holding,Switzerland,2217643636.0876,552328151.47627,189873209.05387,715,0.3,19.3021
103194,ARYZTA AG,Switzerland,1949333316.5968,1955929264.4365,137525640.24699,7654,0.07,1289.68
103196,Bell Food Group,Switzerland,1692293017.2076,4483624482.5842,144703110.49473,13496,0.98,0.0
103198,Murapol S.A.,Poland,369989794.15948,286530512.7187,67545305.331469,559,0.13,8.61865
103199,Mirbud S.A.,Poland,375612214.08805,670090513.48159,33671071.762228,828,2.01,19.927
103200,Kalmar Oyj,Finland,2158448128.0,1590673465.8504,192133512.63189,Ni podatka,1.5,19.6336
103203,Romande Energie,Switzerland,1129701840.423,789232837.50053,27890039.162683,1116,0.24,7.51544
103204,Huber+Suhner,Switzerland,2378314032.9665,847618668.99134,81345919.007826,3975,1.51,35.0326
103205,Sygnity,Poland,579396976.69761,65639320.398679,15937153.000104,704,0.0,32.4493
103206,Aevis Victoria,Switzerland,1186451714.0324,958140396.44124,Ni podatka,4033,0.75,1410.6469836915
103207,Graubündner Kantonalbank,Switzerland,1365064628.5426,483979778.01308,223541368.716,Ni podatka,0.58,6.15036
103208,Investis Holding,Switzerland,1739716866.263,144804865.26775,254064460.26957,1170,0.39,7.43124
103209,Sensirion Holding,Switzerland,1098868540.8323,262192892.22214,Ni podatka,958,2.23,7042.5629280889
103210,naturenergie holding,Switzerland,1144811839.6541,1522674666.0223,206065342.11278,1337,0.93,0.0
103211,Montana Aerospace,Switzerland,1662920160.6557,1507502619.3596,58439767.867172,7345,0.4,2677.0336674035
103215,Gobarto,Poland,156342761.749,813100707.98638,7923241.9534874,1903,1.64,42.4948
103217,Compagnie Financière Tradition,Switzerland,2104427864.8798,997180919.1353,145555328.02415,2400,0.78,19.1033
103218,Enter Air,Poland,209658498.4898,652123069.9864,42946196.232378,737,0.39,5.07702
103223,Proeduca Altus,Spain,1499421568.0,325528535.0248,55138388.503218,5933,0.6,46.2108
103231,eDreams ODIGEO,Spain,972101056.0,619635999.88304,66431170.093012,1658,1.04,860.0
103240,Realia Business,Spain,1419014656.0,160310102.43294,104448465.60526,76,1.47,34.1627
103241,Spadel,Belgium,879874176.0,338107931.25951,46186507.144225,1359,0.0,24.0447
103246,Wittchen,Poland,73501872.473072,98279234.645315,9897114.7916198,425,0.7,9.95321
103250,eQ Oyj,Finland,527941792.0,59267992.26126,26875257.927656,100,1.92,25.766
103254,Sipef,Belgium,781297472.0,380123278.12076,83477918.881416,21904,0.0,13.8671
103256,Lindex Group,Finland,478179488.0,884390832.72461,64505158.476532,5988,0.34,291.5
103262,Warteck Invest,Switzerland,652976910.58337,41714596.297367,26039056.948793,13,0.25,27.114
103264,Rieter Holding,Switzerland,272459205.634,814644120.18316,15646199.940062,5081,0.88,27.5472
103266,Thurgauer Kantonalbank,Switzerland,675402390.48144,409475542.69891,162899453.62282,534,0.32,20.8314
103267,Basilea Pharmaceutica,Switzerland,611480256.71403,197751517.30281,57141742.072368,164,0.65,8.23491
103268,Basellandschaftliche Kantonalbank,Switzerland,547767924.34186,451277377.80679,154002987.81574,1000,0.44,3.47633
103270,Phoenix Mecano,Switzerland,422065177.53497,686979934.34906,44981497.252631,Ni podatka,0.0,13.9922
103273,Kuros Biosciences,Switzerland,1027900472.0962,929802.7280941,Ni podatka,80,0.95,2669.5478571451
103275,VP Bank,Liechtenstein,589737087.00852,313814835.06048,21115723.478854,1007,0.45,33.706
103280,Exmar,Belgium,582345280.0,298842281.81517,164541364.17949,1923,1.37,9.5996
103284,Renta 4 Banco,Spain,797586752.0,154679649.39059,47792958.599675,682,1.51,29.5355
103285,Nextensa,Belgium,431530464.0,119527821.83475,Ni podatka,69,1.91,4270.0
103286,Frequentis,Austria,772669056.0,428092263.75001,29260953.110003,2486,0.0,39.3275
103288,CPH Group AG,Switzerland,444536311.45411,424681726.88328,11249100.088286,1195,0.87,99.901
103290,TINC NV,Belgium,490666176.0,39991347.358886,38153050.766933,Ni podatka,0.0,9.68313
103293,Leonteq,Switzerland,308620796.1912,203370864.96577,7497835.5188036,566,0.61,56.6439
103295,R&S Group,Switzerland,1466541461.2998,268000941.40212,55267034.807658,616,1.2,32.5353
103298,Van de Velde,Belgium,390066816.0,183992826.7334,36352002.504766,1558,1.13,12.582
103301,Jensen-Group,Belgium,569175744.0,403900953.15799,46790767.915082,1895,0.33,0.0
103303,Schweizerische Nationalbank,Switzerland,341975893.95802,28060985588.254,27625980203.569,927,1.54,0.00524555
103304,FACC AG,Austria,376393824.0,841441254.17362,14497290.800405,3010,0.12,69.7847
103306,Meier Tobler Group,Switzerland,419809607.83261,470501310.27134,24642276.70058,1260,1.77,16.2752
103307,ORIOR AG,Switzerland,116443253.46228,608854261.88339,Ni podatka,2135,1.99,1788.9630467498
103309,Novavest Real Estate AG,Switzerland,431514519.25013,34232433.016105,21558876.59415,Ni podatka,0.51,4242.6386364436
103310,Varia US Properties,Switzerland,212099433.64156,90891138.192799,14777109.360063,Ni podatka,0.0,2094.6050822997
103311,Leclanché,Switzerland,218856022.34428,16458826.612111,Ni podatka,362,0.0,21.373529987752
103316,Basler Kantonalbank,Switzerland,437085305.93092,625290330.43321,189643667.04595,1270,0.25,19.8541
103317,Incap Oyj,Finland,300365504.0,216112817.19759,27689532.505763,1700,0.97,27.7877
103318,Deceuninck,Belgium,294423040.0,737087197.14062,30525661.053658,3986,0.48,31.8282
103321,Etteplan,Finland,257548976.0,337874838.20246,14948152.415967,3847,1.45,35.5026
103323,F-Secure,Finland,290306496.0,139298766.60819,35650443.33055,497,0.12,14.5496
103324,V-ZUG Holding,Switzerland,315335287.91746,561095501.61689,24652640.350938,2066,0.43,26.8375
103326,Mikron Holding,Switzerland,327652815.26363,354707295.82247,29362619.663513,1548,0.54,12.4
103330,IVF Hartmann,Switzerland,353945050.19516,150574984.34391,22858615.389013,273,0.0,18.3682
103332,Swiss Steel,Switzerland,42424799.269881,2755613784.2243,Ni podatka,8812,11.11,137.8476842581
103334,Lalique Group,Switzerland,265721035.96442,167397183.66307,5184822.9289651,810,4.89,27.7511
103335,Raisio plc,Finland,400614368.0,213885446.04571,26294550.907612,344,0.2,22.1545
103337,Ascencio,Belgium,328150016.0,50679598.380313,29795152.178442,21,0.5,4.74322
103340,Hypothekarbank Lenzburg,Switzerland,310182565.75311,104213000.89963,22062070.361519,347,1.0,14.2248
103349,Bittium,Finland,430453920.0,84577299.193864,8160038.5166609,526,0.66,79.0367
103351,Greenyard,Belgium,350350976.0,4969635763.04,5659897.8003633,8689,3.52,712.0
103352,COLTENE Holding AG,Switzerland,336528935.76901,237214012.72294,25110696.566749,1183,1.15,0.0
103353,Glarner Kantonalbank,Switzerland,307297383.73552,80098607.436272,26648713.669837,272,0.47,12.8601
103355,Feintool International,Switzerland,173103273.36652,385018020.76321,25675986.586261,3335,0.0,6.62408
103357,StarragTornos Group,Switzerland,189744674.95094,468490065.76742,14236143.941391,1974,0.0,16.8648
103359,Ascom Holding,Switzerland,173886859.54857,271864123.97396,6068816.609478,1270,0.22,9.93566
103360,Orascom Development,Switzerland,340065254.80407,613142308.7254,42196587.406504,10,0.0,570.56862919438
103361,CALIDA Holding,Switzerland,109635812.63981,219086260.68672,3235437.4266779,2484,0.94,9.03142
103362,Zumtobel Group,Austria,184168992.0,1020480699.703,15224801.925516,5264,1.05,14.729
103363,Admicom Oyj,Finland,224513440.0,35040790.892007,7027908.2125831,325,0.11,47.8118
103364,Aluflexpack AG,Switzerland,295809147.98248,360090753.95579,11421599.194241,1602,0.63,30.0733
103368,Rosenbauer International,Austria,470220000.0,1295353051.3453,15619048.889124,4588,0.0,4610.0
103371,Bellevue Group,Switzerland,109216679.21134,67548799.851589,11366697.542346,94,0.26,12.5987
103372,Gurit Holding,Switzerland,70195014.934929,409354166.36672,Ni podatka,2295,0.57,9.22904
103378,Semperit,Austria,270334496.0,616106651.04522,Ni podatka,4285,0.92,1314.0
103380,Laboratorio Reig Jofre,Spain,231151872.0,383920642.94783,16098089.355659,1331,0.7,15.3529
103382,Árima Real Estate,Spain,197951408.0,6124463.4163988,14608550.154245,11,0.0,765.0
103384,Ecoener,Spain,284676512.0,72840428.334241,6929753.309195,174,1.63,27.7871
103385,Austriacard Holdings,Austria,197669312.0,349638510.66101,29384803.014278,2700,0.37,12.8389
103387,Iberpapel Gestión,Spain,213124320.0,217511432.92537,17386436.70013,294,0.0,19.2772
103389,Talenom,Finland,155534768.0,122113036.98599,10835667.524016,1560,0.0,15.234
103392,Olimpo Real Estate,Spain,200478960.0,21395653.383516,5656574.5802486,1,0.0,
103393,lastminute.com,Netherlands,173443556.54577,279596723.58137,20053920.392203,1652,1.32,
103398,WithSecure Oyj,Finland,297884832.0,118661399.25235,Ni podatka,993,,
103399,"Prim, S.A.",Spain,209266048.0,164422228.45138,18890879.002059,900,0.0,
103400,Koskisen Oyj,Finland,211548832.0,300163654.94428,17162376.292396,881,1.86,20.653
103401,NoHo Partners,Finland,187505600.0,389088351.2932,17091029.839933,2800,0.23,5.52807
103402,Oriola,Finland,185509344.0,1615920846.1179,6402337.7209902,800,0.0,
103407,SNGULAR,Spain,149495248.0,95276045.766654,6064414.199326,1284,0.0,31.0228
103410,Urbas Grupo Financiero,Spain,94754312.0,21716905.988605,17674306.360066,761,,
103411,Lafinca Global Assets,Spain,161001168.0,46314836.543654,5468041.793741,,0.0,
103415,Suominen,Finland,105145952.0,421694502.30867,Ni podatka,700,,
103417,Inmobiliaria del Sur,Spain,254698032.0,146608686.02051,23364207.356465,209,0.71,13.9213
103419,"Amper, S.A.",Spain,375356768.0,303161805.03327,4993437.997359,3471,,
103425,Lemonsoft,Finland,129590336.0,28311706.974738,4712360.3826571,220,0.0,34.8661
103428,Vitruvio Real Estate,Spain,152508816.0,8782068.2371316,3307434.8191631,14,0.0,45.7925
103430,Unifiedpost Group,Belgium,129218320.0,179022626.43834,Ni podatka,1200,0.0,348.0
103433,Brouwerij Handelsmaatschappij,Belgium,131250000.0,99916835.29384,Ni podatka,499,0.0,175000.0
103436,Duro Felguera,Spain,49491172.0,135768264.06483,,1386,1.92,23.0
103437,Titanium Oyj,Finland,64095600.0,19434587.790326,8081985.6689668,70,0.0,6.96455
103438,Oryzon Genomics,Spain,208122400.0,,Ni podatka,Ni podatka,0.74,268.5
103441,Campine,Belgium,375000000.0,325497111.75172,26538996.016049,264,0.4,28.8925
103444,Deoleo,Spain,90500000.0,699907498.70228,35284289.567912,625,0.82,46.7937
103448,Optomed,Finland,72980520.0,15118001.51083,Ni podatka,114,0.8,371.0
103451,Umbrella Solar Investment,Spain,106927680.0,22938910.553785,Ni podatka,126,0.0,496.0
103452,Tubos Reunidos,Spain,88673400.0,238238254.0008,Ni podatka,1387,0.2,51.3
103455,Verkkokauppa.com,Finland,168535344.0,453846468.48847,7793233.8139999,644,2.62,36.9496
103463,Apetit Oyj,Finland,87056200.0,154660327.60643,8758398.0023146,269,1.82,12.4493
103464,Agile Content,Spain,49369392.0,74910259.153185,Ni podatka,290,0.92,40.9604
103466,Biotalys,Belgium,173660112.0,,Ni podatka,Ni podatka,3.53,465.0
103482,Qrf,Belgium,81888344.0,12328281.560537,13621519.520175,7,1.41,8.5731
103488,Miko Group,Belgium,63090860.0,264855070.75303,3657597.7262497,1421,0.4,5020.0
103581,Airesis SA,Switzerland,,123285788.51697,Ni podatka,10,14.29,2.1373529987752
103584,Asmallworld AG,Switzerland,,19789849.442088,679613.07395828,50,0.0,8.38529
103610,Relief Therapeutics,Switzerland,37160344.963668,7981445.4129964,Ni podatka,49,2.79,295.4882276994
103618,Zwahlen &amp; Mayr SA,Switzerland,,38582516.155257,Ni podatka,158,0.0,18.2152
103628,Perrot Duval,Switzerland,,16983942.497737,Ni podatka,106,0.0,5503.6721949708
103629,Evolva Holding SA,Switzerland,,,989788.56416464,,6.82,8.2443
103645,Taiga Motors,Canada,,12453686.012365,Ni podatka,304,,19.25943096478
103659,Definity Financial,Canada,5212179512.5014,2934733264.5425,335999822.59774,3442,0.09,21.4112
103662,Athabasca Oil Corporation,Canada,1907598598.5443,894543843.17357,394828527.12834,170,,11.26
103665,OceanaGold,Canada,3498701732.7736,1340251246.2616,447264315.43827,,1.38,13.8145
103669,Aya Gold &amp; Silver,Canada,1149588130.912,79489198.243737,Ni podatka,405,,
103670,NFI Group,Canada,1356931344.5173,2790410289.3169,Ni podatka,8566,,
103671,Torex Gold Resources,Canada,2360400090.7457,884421930.52769,304828360.52179,,,17.9679
103672,Calibre Mining,Canada,1577803335.8197,562375349.91157,99984387.451172,,,41.9907
103673,Leon's Furniture,Canada,1269017470.6603,1561124764.7035,148585625.12875,8381,0.43,16.5784
103674,Mainstreet Equity,Canada,1148795930.0526,167187824.22184,220311507.10452,597,0.6,8.24123
103677,Pason Systems,Canada,565275581.49118,259343343.17528,57182854.073787,,0.09,12.8281
103678,Bird Construction,Canada,793204775.02013,2090906606.3965,93624874.73166,6000,0.48,12.9774
103682,Primaris Real Estate Investment Trust,Canada,1182997098.2481,347197525.83225,101878109.01654,Ni podatka,0.66,16.9598
103683,Hammond Power Solutions,Canada,878012518.97295,507132865.82076,65493045.610631,1900,0.71,17.8913
103684,WELL Health Technologies,Canada,751915328.20744,674332360.712,Ni podatka,Ni podatka,0.21,296.40810873115
103686,Computer Modelling Group,Canada,326564918.04708,78711663.234399,19810417.433798,287,0.31,24.7584
103688,Mattr Corp.,Canada,441974668.89669,659840530.95579,26478013.213944,Ni podatka,2.03,12.6176
103691,Guardian Capital Group,Canada,1024090354.8401,236888313.1697,104152973.09506,Ni podatka,45.53,23.7724
103692,Sienna Senior Living,Canada,1020776247.0292,570281425.89147,28461410.332406,Ni podatka,0.11,47.4587
103694,Ag Growth International,Canada,496493206.61551,843746032.37217,13071732.151198,Ni podatka,2.08,41.7004
103695,Evertz Technologies,Canada,567927409.21921,306685220.03889,50854603.605354,Ni podatka,0.33,14.0149
103697,Altius Minerals,Canada,837247994.47688,28938639.301378,62551053.659081,19,0.34,59.5581
103698,Aecon Group,Canada,814851406.89431,3015005992.4393,26892559.228253,8684,0.69,1280.9043592131
103707,Dye &amp; Durham,Canada,436451662.07005,287692211.1168,Ni podatka,1400,0.19,649.48140291822
103708,BSR Real Estate Investment Trust,Canada,418577448.60308,138434386.77835,Ni podatka,250,0.97,1100.9451380014
103710,Fiera Capital,Canada,446836393.463,413139632.69539,40079747.583437,845,1.36,17.0979
103711,Senvest Capital,Canada,551541272.90811,475171488.88405,136943220.22688,30,10.38,75.1122
103714,Coveo Solutions,Canada,525260369.47197,116997904.03843,Ni podatka,Ni podatka,0.11,547.09710238421
103715,Allied Gold Corporation,Canada,1371258867.5904,820601543.82479,20489193.707228,2252,0.63,1188.1197110105
103716,Propel Holdings,Canada,799627427.20883,423156165.00363,68450711.512721,462,1.73,14.8774
103718,Rupert Resources,Canada,751307328.81396,,Ni podatka,Ni podatka,0.96,320.69331056941
103722,Major Drilling Group International,Canada,470145977.53008,445908185.53796,24318348.389399,Ni podatka,0.99,33.9571
103724,Rogers Sugar (Lantic),Canada,504192354.75776,795485536.10136,70177072.97231,954,0.16,14.3864
103726,Surge Energy,Canada,438723808.47398,389489869.94206,66938132.460511,93,0.56,442.74370828223
103731,DRI Healthcare Trust,Canada,481576893.73164,120933521.67428,3368614.6162748,Ni podatka,0.98,878.01531030655
103732,D2L Inc.,Canada,553594028.54246,179536556.43358,13393176.612294,1000,1.28,71.4738
103734,Slate Grocery REIT,Canada,524705483.35832,180596457.23367,57012067.967892,Ni podatka,0.35,16.7109
103737,Calian Group,Canada,371344424.32824,461429701.34272,2265408.3181953,4000,1.74,464.536
103739,Wall Financial Corporation,Canada,298779168.89749,130079858.51748,42700123.773885,Ni podatka,0.0,16.175
103742,MCAN Mortgage Corporation,Canada,536280668.42486,80077482.719543,43605358.655131,152,0.28,10.0536
103743,Minto Apartment Real Estate Investment Trust,Canada,528933343.94325,95594257.796637,36510626.310241,179,0.22,111.957
103744,Timbercreek Financial,Canada,399364130.74339,95656760.886295,33322133.650184,Ni podatka,0.0,11.2751
103748,Doman Building Materials Group,Canada,536405648.05267,1872675972.1094,95483479.795814,Ni podatka,1.5,10.4008
103750,Algoma Central Corporation,Canada,430966036.3307,451176816.99482,56582533.203065,1600,1.5,9.96283
103752,Wajax Corporation,Canada,331352256.44232,1317096332.3959,30624843.757081,3200,2.04,14.9822
103753,Cineplex,Canada,465365792.62308,852061601.0162,Ni podatka,10000,0.26,733.54688081992
103757,5N Plus,Canada,858626893.00682,285969086.37083,35156756.71351,780,0.13,28.1495
103758,The Westaim Corporation,Canada,584786602.48764,4633665.1599407,Ni podatka,Ni podatka,0.04,1742.9518651617
103759,Black Diamond Group,Canada,472651862.79208,270469049.01731,37749039.702988,485,1.5,22.054
103760,Vecima Networks,Canada,151408305.76968,187247161.97673,6933958.7243402,591,3.1,130.431
103762,Stingray Group,Canada,419189991.72923,241201380.09057,50403399.38978,1000,1.33,14.9499
103765,DeFi Technologies,Canada,623311238.0839,,Ni podatka,9,1.36,22.9404
103767,Chorus Aviation,Canada,322816112.48918,838874831.48953,49029316.39235,4345,0.35,8.52228
103769,Atrium Mortgage Investment,Canada,346399865.64172,36077717.791798,30252694.494236,Ni podatka,0.17,11.1509
103774,Real Matters,Canada,296426519.19929,145063697.00718,Ni podatka,Ni podatka,1.83,399.77652779913
103775,Information Services Corporation,Canada,372887123.06049,153369151.24236,31799961.797643,545,0.4,21.176
103781,ADF Group,Canada,154977648.87638,175911502.28246,42253630.308473,560,3.38,4.86477
103783,Global Atomic,Canada,116566109.82652,487769.91483641,Ni podatka,275,1.85,34.248781032169
103786,Discovery Silver Corp.,Canada,2024907315.3089,121631569.19837,24093945.381653,68,0.98,252.36259471083
103791,Tiny Ltd.,Canada,129835352.59754,118054543.2864,Ni podatka,Ni podatka,4.3,55.420776562965
103792,High Liner Foods,Canada,292495762.20111,832491477.2352,68283608.356953,1202,0.25,5.91151
103794,Plaza Retail REIT,Canada,293922366.63685,76080586.789082,41585388.985407,Ni podatka,0.48,16.0128
103797,Montage Gold Corp.,Canada,1192644905.5807,,Ni podatka,Ni podatka,0.0,330.65611891329
103804,Lithium Royalty Corp.,Canada,196006150.96407,1370400.0473022,Ni podatka,9,0.35,356.81020381606
103806,Calfrac Well Services,Canada,182914773.27169,973380360.98677,12327690.575516,2400,1.79,26.3537
103807,Total Energy Services,Canada,305889707.09393,608080970.8317,57826085.595989,Ni podatka,0.53,7.1291
103811,Melcor Developments,Canada,281083777.2197,232709506.91096,35803928.135848,124,1.58,44275.9
103816,Pine Cliff Energy,Canada,134053019.97562,114854451.04644,Ni podatka,Ni podatka,1.69,37.36232993964
103819,G2 Goldfields,Canada,463970852.99343,389498.52744436,Ni podatka,Ni podatka,0.32,191.79348212016
103824,Medical Facilities Corporation,Canada,167804475.12213,238421343.72962,47230837.630272,Ni podatka,0.49,15.0641
103828,Payfare Inc.,Canada,119592492.72599,137580087.09737,12397324.02792,86,0.0,9.81544
103832,Prime Mining Corp.,Canada,271314537.02599,,Ni podatka,75,0.38,162.52601960993
103836,Kits Eyecare,Canada,338392493.11633,112215290.09735,3447087.1489835,143,0.96,106.72
103839,Amerigo Resources,Canada,226262933.53294,247263850.03483,26216609.404922,,0.44,10.9107
103840,BTB Real Estate Investment Trust,Canada,206086285.2515,79771005.596464,23140061.298728,,0.27,8.79794
103852,EcoSynthetix,Canada,154601757.56491,16884666.43581,Ni podatka,25,1.68,263.40459309196
103853,WildBrain,Canada,271207991.84832,303170657.81757,Ni podatka,613,0.99,127.73927090919
103867,European Residential REIT,Canada,140328554.58024,63708952.623049,Ni podatka,,0.0,150.69432820153
103870,Mandalay Resources,Canada,318312926.54374,225436803.28143,72137001.989961,,5.68,8.72853
103872,Probe Gold Inc.,Canada,321389090.93792,,Ni podatka,23,0.8,157.54461543798
104127,Majestic Gold,Canada,100636840.05269,64125813.756938,27107540.735674,,3.12,11.0816
104589,Renegade Gold,Canada,,,Ni podatka,Ni podatka,0.0,8.4065220951688
105924,Smurfit Westrock,Ireland,20745611452.719,26385339910.746,1173405040.5025,100000,1.6,51.5444
105942,Talen Energy,USA,15190838478.904,1822632062.912,53959501.862526,1894,1.76,39.4533
105974,Hafnia Limited,Bermuda,2618884701.8523,2254020293.8023,576130740.38637,4000,1.66,5.03279
106121,Aris Mining,Canada,1421515969.0666,553969658.62143,103282769.06502,Ni podatka,0.74,702.3300242424
106262,Fintech Scion (FintechCashier),UK,,517074.20684791,Ni podatka,23,0.0,0.08565000295639
106409,Borealis Foods,Canada,51552777.891453,24394936.622043,Ni podatka,147,2.93,241.10475832224
106436,CoastalSouth Bancshares,USA,223153435.87061,65302131.754041,26727083.422542,,0.05,8.9876
106594,BrainsWay,Israel,248345266.97216,39470947.362423,4996821.1724758,120,0.52,54.7857
106619,Avant Technologies Inc.,USA,51866863.304294,,Ni podatka,Ni podatka,1.68,37.686001300812
106856,CS Diagnostics,Germany,,,Ni podatka,Ni podatka,100.0,17.130000591278
107074,United States Antimony Corporation,USA,472534601.94253,22969549.272842,Ni podatka,83,0.44,391.4205135107
107100,"QXO, Inc.",USA,12132240639.954,1668295896.5847,Ni podatka,211,0.62,1801.2195621729
107871,Bright Minds Biosciences,USA,258855001.97493,,Ni podatka,Ni podatka,1.67,3651.6878760457
108125,Gaxos.ai,USA,,170195.97737467,Ni podatka,3,7.96,158.45250546932
108635,PVR INOX,India,1068164621.5665,609239890.7437,Ni podatka,Ni podatka,0.09,1087.7464725459
109239,Pro Medicus,Australia,17535620646.201,92277465.714651,66593648.14862,,0.4,369.304
109244,Whitehaven Coal,Australia,3114651168.1927,2185908539.6067,290959055.54307,,1.05,14.6129
109245,Technology One,Australia,7318304244.4057,300040737.76854,90553465.625644,1300,1.83,104.316
109248,Flight Centre Travel Group Limited,Australia,1586636718.6866,1549541632.1732,125591168.83504,13065,2.68,20.0478
109249,Challenger Limited,Australia,3225014245.2857,363498755.58243,108323271.73901,758,0.36,44.6662
109250,IGO Limited,Australia,2210847743.4551,470564830.02654,Ni podatka,,2.35,7.06597
109251,Brickworks Limited,Australia,3058559155.9826,607356868.5767,,1886,0.93,1997.7948839581
109252,New Hope Corporation,Australia,2088178019.1359,989912731.83042,390946868.99436,,1.14,3.42389
109254,Bank of Queensland,Australia,2672438579.8614,925747966.16514,254479006.28388,3169,0.0,40.0492
109256,HUB24 Limited,Australia,4984186857.4592,184915058.00123,33626619.410694,882,1.34,183.814
109258,Lovisa Holdings,Australia,2671340684.72,399376465.20032,63217581.982088,8000,3.13,56.0901
109260,Nickel Industries Limited,Australia,1748052057.3227,1494123817.3873,Ni podatka,,2.78,39.15044505136
109261,Webjet Limited,Australia,897302605.78679,175568393.50961,5934251.8898332,,0.45,8.30679
109264,nib holdings limited,Australia,2091915129.1859,1944795510.9202,151938822.74449,1880,2.95,19.6374
109265,Champion Iron,Australia,1342094059.1782,937684380.97565,111620796.85283,,1.35,16.3944
109267,National Storage REIT,Australia,1891082093.5072,194384088.93908,165395294.70897,660,0.82,13.9763
109268,ARB Corporation Limited,Australia,1860501106.8341,396226790.8346,80839213.590336,,1.09,36.3863
109269,Pinnacle Investment Management Group,Australia,2723114998.0571,27186665.921405,51647208.732712,,1.27,53.6216
109273,Neuren Pharmaceuticals,Australia,1341670250.1161,113603719.47027,97460281.864047,,2.56,14.7664
109274,Eagers Automotive Limited,Australia,3990966984.5891,5963387917.2749,178777251.17087,,9.46,36.256
109276,Region Group,Australia,1596954039.2447,214875267.15687,10003492.095292,,0.81,136.46700621045
109277,Orora Limited,Australia,1540815923.351,2685283461.1277,148909382.13992,4657,3.26,13.7741
109279,HomeCo Daily Needs REIT,Australia,1569806193.3307,203156876.14189,46873591.467941,,0.74,26.7236
109280,Coronado Global Resources,Australia,3766413374.1607,2094024375.2797,,1878,5.19,
109281,BWP Trust,Australia,1438245209.0116,99295352.876888,103019823.55595,,0.28,12.7493
109282,Perpetual Limited,Australia,1393899871.1604,745289632.40874,,1870,1.54,
109283,PEXA Group,Australia,1523743856.4217,194386375.79416,6897274.828074,968,,
109286,Ramelius Resources,Australia,3391275470.946,504468134.06328,158324886.96492,370,2.59,
109287,Nine Entertainment Co. Holdings,Australia,1481128261.4923,1497341061.8969,142471071.41769,,3.41,23.3819
109290,Tuas Limited,Australia,2355059720.5594,75066387.117575,Ni podatka,150,,
109291,Bellevue Gold,Australia,719490788.60174,170577464.20084,41247585.373747,,,12.9275
109292,Codan Limited,Australia,3135902338.5863,314658218.64859,59728886.061668,,3.49,67.2554
109293,Ingenia Communities Group,Australia,1351792704.9265,263955315.75897,28835786.495328,1300,0.51,170.074
109294,Domain Holdings Australia,Australia,1566855708.3248,223455986.79755,41331008.476627,998,0.0,64.4639
109295,Centuria Industrial REIT,Australia,1192621764.6629,126413423.42393,27523371.500027,,0.0,43.3299
109299,GrainCorp,Australia,1000864690.646,3844572564.042,48749412.182689,,0.75,
109301,Dicker Data,Australia,922674390.11405,1210806082.5305,73424235.884392,899,1.3,
109302,Megaport Limited,Australia,1479814452.9714,111622527.83939,1746900.3302979,,,
109304,Zip Co,Australia,3075511812.2473,496161224.63455,168880393.32926,985,,1098.73
109305,Growthpoint Properties Australia,Australia,1046251868.2811,183892985.38145,,62,0.4,
109306,EVT Limited,Australia,1276197878.7032,679640922.20024,56079082.485688,,0.43,458.679
109308,Bapcor Limited,Australia,755527532.28863,1164372428.8768,Ni podatka,5600,1.02,
109309,Nufarm,Australia,522646464.13924,1981910475.9428,Ni podatka,3109,,
109311,Iress Limited,Australia,910975107.61473,320086390.36596,47890942.203057,1900,0.0,
109313,Waypoint REIT,Australia,977257943.03712,87316580.713916,94455679.760337,Ni podatka,0.38,148.21219111586
109315,Insignia Financial (IOOF),Australia,1691844642.8681,1065744738.3289,,Ni podatka,0.22,252.24097170663
109316,Redox Limited,Australia,716563856.49021,650129441.97509,73708679.54421,Ni podatka,2.09,13.9035
109318,Abacus Storage King,Australia,1043651455.3933,126024715.44601,91911874.672532,Ni podatka,0.7,27.0946
109319,DroneShield,Australia,1614437459.1562,30648173.104886,Ni podatka,Ni podatka,0.92,157.627
109320,IPH Limited,Australia,667820065.51722,346178402.99858,46816377.265966,1178,0.22,17.8303
109322,Judo Capital Holdings,Australia,1066317518.4412,219962763.41798,59620881.40794,557,1.73,26.5244
109323,Dalrymple Bay Infrastructure,Australia,1211695257.1797,361740501.48774,66022876.528919,Ni podatka,1.8,27.9705
109324,Regis Resources,Australia,2011744021.5916,721860854.37155,,Ni podatka,4.42,253.91885526454
109326,Amotiv Limited,Australia,740271330.21553,564297091.0189,80597337.981987,1945,0.93,13.8119
109327,NRW Holdings Limited,Australia,982268055.37705,1665158702.281,81634302.56778,7000,0.78,16.222
109328,Arena REIT,Australia,910119327.90169,55732665.05323,32873241.984689,Ni podatka,0.0,24.4266
109329,The Star Entertainment Group,Australia,168465176.67543,952276421.23533,,Ni podatka,5.0,5.872566757704
